order_id,order_datetime,store,item_name,quantity,unit_price,payment_method,status,customer_rating
10444,07/21/2026 11:11 AM,Kochiyo Central Kitchen,Katsu  Curry  Rice,1,1201,cash ,Delivered,5
10361,07/12/2026 12:58 PM,Kochiyo Halal - Edogawa ,gyoza(6pc),,628,cash ,Delivered ,5.0
10355,07/11/2026 08:50 PM,Kochiyo Central Kitchen,Mango Lassi,1,¥762,PayPay,Delivered ,N/A
10311,05/07/2026 18:42,Kochiyo Central Kitchen,Beef Curry Udon,2,1084.00,cash ,Delivered,
10017,06/02/2026 06:16 PM,Kochiyo Central Kitchen,salmon sushi set,2,¥1694,,Delivered,5.0
10324,07/07/2026 09:28 AM,Kochiyo Central Kitchen,Chicken Karaage,3,1229,PayPay,Cancelled,5
10248,2026/06/27,Kochiyo Central Kitchen,Edamame,1,360.00,paypay,Refunded,
10256,2026-06-29 13:29,Kochiyo Central Kitchen,edamame ,1,¥434,paypay,cancelled,5.0
10478,"Jul 25, 2026 21:58",Kochiyo Central Kitchen,Gyoza (6pcs),2,¥861,paypay,delivered,5
10449,"Jul 22, 2026 13:39",Kochiyo Central Kitchen,Kochiyo Chicken Biryani,3,"¥1,175",,delivered,4
10065,"Jun 07, 2026 20:30",Kochiyo Halal - Edogawa ,Salmon  Sushi Set,1,1558,,Delivered,4
10295,2026/07/04,Kochiyo Halal - Edogawa ,katsu curry rice,2,"¥1,052",Cash,DELIVERED,5.0
10134,2026/06/15,Kochiyo Central Kitchen,Beef  Curry  Udon,3,1202.00,Cash,Cancelled,3
10487,"Jul 26, 2026 13:31",Kochiyo Central Kitchen,CHICKEN KARAAGE BOX,2,1220.00,PayPay,Delivered,
10435,20/07/2026 19:29,Kochiyo Central Kitchen,katsu curry rice,1,¥1386,PayPay,cancelled,3
,"Jun 12, 2026 21:54",Kochiyo Halal Multi Cuisine - Edogawa,Tempura Set,1,1601.00,PayPay,Refunded,
10355,"Jul 11, 2026 20:50",Kochiyo Halal - Edogawa ,Kochiyo Chicken Biryani,3,1556.00,Credit Card,delivered,
10121,"Jun 13, 2026 11:44",Kochiyo Halal Multi Cuisine - Edogawa,Tonkotsu Ramen,3,965.00,credit card,Delivered,N/A
10476,"Jul 25, 2026 13:35",Kochiyo Halal - Edogawa ,Tonkotsu Ramen,1,975,credit card,Delivered,4.5
10461,07/23/2026 06:24 PM,Kochiyo Central Kitchen,salmon sushi set,2,¥1702,,Cancelled,5.0
10308,2026-07-05 21:23,Kochiyo Halal Multi Cuisine - Edogawa,Salmon  Sushi Set,3,1512,paypay,Cancelled,N/A
10104,"Jun 11, 2026 17:15",Kochiyo Halal - Edogawa ,edamame ,1,¥577,cash ,Cancelled,
10130,2026-06-14 13:16,Kochiyo Halal - Edogawa ,miso soup,1,560.00,paypay,Cancelled,
10406,"Jul 17, 2026 13:08",Kochiyo Halal Multi Cuisine - Edogawa,Gyoza 6pcs,3,¥566,Credit Card,DELIVERED,4
10041,2026/06/04,Kochiyo Halal Multi Cuisine - Edogawa,edamame ,3,200.00,cash ,cancelled,
10199,06/22/2026 05:20 PM,Kochiyo Halal - Edogawa ,gyoza(6pc),2,¥734,,Cancelled,3
10463,"Jul 24, 2026 11:17",Kochiyo Halal Multi Cuisine - Edogawa,Miso  Soup,3,¥309,PayPay,DELIVERED,
10170,2026/06/20,Kochiyo Central Kitchen,Katsu Curry Rice,2,1280,LINE Pay,Refunded,
10436,"Jul 20, 2026 11:01",Kochiyo Halal Multi Cuisine - Edogawa,salmon sushi set,2,1640,,Cancelled,5.0
10490,2026/07/27,Kochiyo Halal - Edogawa ,Katsu  Curry  Rice,1,¥1483,Credit Card,Refunded,5
10283,02/07/2026 21:52,Kochiyo Halal Multi Cuisine - Edogawa,tempura set ,2,1621,Cash,Refunded,N/A
10466,"Jul 25, 2026 20:29",Kochiyo Halal Multi Cuisine - Edogawa,Katsu  Curry  Rice,1,1240.00,Credit Card,Refunded,4.5
10216,24/06/2026 20:30,Kochiyo Halal Multi Cuisine - Edogawa,Katsu Curry Rice,2,"¥1,402",PayPay,Delivered ,4
10421,18/07/2026 12:54,Kochiyo Central Kitchen,katsu curry rice,1,"¥1,007",LINE Pay,DELIVERED,5
10520,2026-07-29 20:00,Kochiyo Central Kitchen,miso soup,1,619.00,LINE Pay,Cancelled,5
10529,"Jul 30, 2026 19:42",Kochiyo Central Kitchen,miso soup,2,¥501,,delivered,3
10340,"Jul 09, 2026 18:50",Kochiyo Halal Multi Cuisine - Edogawa,Falafel Wrap,1,¥1223,Credit Card,Delivered ,
10235,2026-06-26 19:16,Kochiyo Halal - Edogawa ,Miso Soup,1,¥618,LINE Pay,Refunded,5
10047,06/05/2026 08:07 PM,Kochiyo Halal - Edogawa ,Tonkotsu  Ramen,3,895.00,,cancelled,
10312,07/06/2026 09:51 PM,Kochiyo Halal Multi Cuisine - Edogawa,gyoza(6pc),3,402.00,LINE Pay,Delivered,5
10394,16/07/2026 18:17,Kochiyo Central Kitchen,Katsu  Curry  Rice,1,¥1211,Cash,Refunded,5.0
10431,07/19/2026 09:48 PM,Kochiyo Central Kitchen,Katsu  Curry  Rice,3,1130,,Delivered ,5.0
10127,"Jun 14, 2026 21:43",Kochiyo Central Kitchen,Tonkotsu Ramen,1,875,PayPay,delivered,5
10216,06/24/2026 08:30 PM,Kochiyo Halal - Edogawa ,green tea,2,¥424,Cash,delivered,N/A
10108,2026-06-11 17:49,Kochiyo Halal Multi Cuisine - Edogawa,Mango Lassi,1,794,PayPay,DELIVERED,
10158,06/19/2026 12:27 PM,Kochiyo Central Kitchen,Katsu Curry Rice,3,¥954,LINE Pay,cancelled,
10077,06/08/2026 08:32 PM,Kochiyo Halal Multi Cuisine - Edogawa,miso soup,1,¥263,,cancelled,4.5
10085,2026-06-09 17:41,Kochiyo Halal Multi Cuisine - Edogawa,Tonkotsu  Ramen,2,¥1357,,DELIVERED,
10388,2026-07-16 18:28,Kochiyo Central Kitchen,gyoza(6pc),2,¥767,PayPay,Delivered,4
10351,2026/07/11,Kochiyo Central Kitchen,chicken karaage,1,¥845,Credit Card,delivered,
10174,20/06/2026 18:49,Kochiyo Halal Multi Cuisine - Edogawa,green tea,2,599.00,cash ,DELIVERED,
10315,07/06/2026 12:42 PM,Kochiyo Central Kitchen,Chicken Biryani,1,1135.00,,Delivered ,4.5
10249,06/28/2026 06:47 PM,Kochiyo Halal - Edogawa ,Miso Soup,1,¥584,Cash,Cancelled,4
10379,2026-07-15 18:43,Kochiyo Halal Multi Cuisine - Edogawa,Chicken Karaage,1,972,Credit Card,Cancelled,
10056,06/06/2026 12:49 PM,Kochiyo Central Kitchen,Salmon Sushi Set,2,"¥1,366",PayPay,delivered,4
10479,2026/07/25,Kochiyo Halal Multi Cuisine - Edogawa,Tonkotsu Ramen,1,"¥1,321",,DELIVERED,4
10238,"Jun 26, 2026 12:19",Kochiyo Halal - Edogawa ,Tonkotsu Ramen,1,¥868,,cancelled,3
10136,15/06/2026 20:14,Kochiyo Central Kitchen,Tempura Set,2,1342.00,Credit Card,delivered,
10207,23/06/2026 13:31,Kochiyo Halal - Edogawa ,Miso  Soup,3,200,credit card,delivered,4.5
10396,"Jul 16, 2026 11:14",Kochiyo Halal Multi Cuisine - Edogawa,salmon sushi set,1,¥1789,Cash,cancelled,
10314,07/06/2026 06:05 PM,Kochiyo Halal - Edogawa ,Miso Soup,1,¥407,credit card,Delivered,4
10312,07/06/2026 09:51 PM,Kochiyo Halal - Edogawa ,miso soup,1,266.00,PayPay,Delivered,
10368,2026/07/13,Kochiyo Halal Multi Cuisine - Edogawa,katsu curry rice,1,1461,credit card,cancelled,N/A
10358,12/07/2026 12:21,Kochiyo Halal Multi Cuisine - Edogawa,Gyoza 6pcs,2,¥854,paypay,Cancelled,
10410,17/07/2026 23:12,Kochiyo Halal - Edogawa ,Tonkotsu  Ramen,1,876,,Refunded,4
10225,06/25/2026 01:01 PM,Kochiyo Halal Multi Cuisine - Edogawa,Salmon  Sushi Set,1,1764.00,,Cancelled,3
10414,"Jul 18, 2026 13:37",Kochiyo Halal Multi Cuisine - Edogawa,Katsu Curry Rice,1,¥1394,,delivered,3
10414,2026-07-18 13:37,Kochiyo Central Kitchen,tonkotsu ramen ,1,"¥1,332",PayPay,Delivered ,5.0
10463,24/07/2026 11:17,Kochiyo Halal Multi Cuisine - Edogawa,gyoza(6pc),3,336.00,PayPay,cancelled,4
10499,27/07/2026 13:19,Kochiyo Halal - Edogawa ,Miso  Soup,1,516,,Cancelled,N/A
10281,2026/07/02,Kochiyo Halal Multi Cuisine - Edogawa,Gyoza (6pcs),3,¥452,PayPay,cancelled,5
10264,2026-06-30 12:50,Kochiyo Halal Multi Cuisine - Edogawa,Green Tea,2,¥230,Cash,delivered,5.0
10193,2026-06-22 19:24,Kochiyo Halal - Edogawa ,Beef  Curry  Udon,1,¥1322,paypay,DELIVERED,4
10083,08/06/2026 12:52,Kochiyo Halal Multi Cuisine - Edogawa,falafel wrap ,1,1233,PayPay,Cancelled,4.5
10182,"Jun 21, 2026 17:11",Kochiyo Central Kitchen,Tempura Set,3,"¥1,419",credit card,cancelled,
10319,2026/07/07,Kochiyo Halal - Edogawa ,miso soup,1,527.00,LINE Pay,Delivered,3
10347,"Jul 10, 2026 19:35",Kochiyo Halal Multi Cuisine - Edogawa,gyoza(6pc),2,741,Credit Card,Cancelled,5.0
10194,22/06/2026 12:47,Kochiyo Halal Multi Cuisine - Edogawa,chicken  biryani,3,¥1297,cash ,delivered,4
,2026/06/15,Kochiyo Halal Multi Cuisine - Edogawa,Chicken Biryani,1,1589.00,cash ,Refunded,3
10066,2026-06-07 20:31,Kochiyo Halal - Edogawa ,Falafel Wrap,2,¥997,LINE Pay,delivered,4
10113,"Jun 12, 2026 18:31",Kochiyo Central Kitchen,Chicken Biryani,2,1553.00,Credit Card,Delivered ,
10356,2026-07-11 13:05,Kochiyo Central Kitchen,Salmon  Sushi Set,1,¥1705,cash ,Cancelled,4.5
10113,2026-06-12 18:31,Kochiyo Central Kitchen,Tonkotsu  Ramen,1,1291,LINE Pay,cancelled,4.5
10365,07/12/2026 06:04 PM,Kochiyo Halal Multi Cuisine - Edogawa,falafel wrap ,3,998.00,Credit Card,cancelled,4
10173,2026/06/20,Kochiyo Halal Multi Cuisine - Edogawa,Edamame,3,¥246,LINE Pay,DELIVERED,
10473,"Jul 25, 2026 19:27",Kochiyo Halal - Edogawa ,beef curry udon,2,1393,LINE Pay,cancelled,3
10085,06/09/2026 05:41 PM,Kochiyo Halal - Edogawa ,green tea,3,240,paypay,delivered,5.0
,,,,,,,,
10121,13/06/2026 11:44,Kochiyo Halal - Edogawa ,Katsu  Curry  Rice,1,"¥1,256",PayPay,Delivered,5
10184,2026-06-21 13:32,Kochiyo Halal - Edogawa ,tonkotsu ramen ,1,¥994,PayPay,DELIVERED,3
10376,07/15/2026 07:40 PM,Kochiyo Halal - Edogawa ,tempura set ,2,"¥1,402",Credit Card,Refunded,3
10188,"Jun 21, 2026 20:25",Kochiyo Central Kitchen,Tonkotsu  Ramen,2,995,Credit Card,delivered,5.0
10267,2026/07/01,Kochiyo Halal Multi Cuisine - Edogawa,Tempura Set,1,¥1357,credit card,Delivered ,4.5
10039,06/04/2026 11:47 PM,Kochiyo Halal Multi Cuisine - Edogawa,Katsu  Curry  Rice,1,1052.00,Credit Card,DELIVERED,N/A
10059,"Jun 06, 2026 18:35",Kochiyo Central Kitchen,Edamame,2,346,PayPay,DELIVERED,N/A
10168,2026-06-20 12:26,Kochiyo Halal - Edogawa ,Tonkotsu Ramen,2,"¥1,298",,Cancelled,4.5
10314,2026/07/06,Kochiyo Central Kitchen,tonkotsu ramen ,2,1265.00,credit card,Delivered ,5
10479,"Jul 25, 2026 17:42",Kochiyo Central Kitchen,Chicken Karaage,,¥1028,Credit Card,Cancelled,5
10198,2026/06/22,Kochiyo Central Kitchen,Tempura Set,1,1495.00,credit card,Delivered,3
10450,2026-07-22 13:18,Kochiyo Halal Multi Cuisine - Edogawa,falafel wrap ,3,"¥1,214",cash ,Cancelled,4.5
10468,2026-07-25 19:31,Kochiyo Central Kitchen,miso soup,2,356,Credit Card,delivered,N/A
10362,"Jul 12, 2026 12:13",Kochiyo Central Kitchen,Green Tea,2,¥302,Credit Card,Refunded,4
10160,2026-06-19 18:03,Kochiyo Central Kitchen,CHICKEN KARAAGE BOX,2,¥820,paypay,Delivered ,
10097,10/06/2026 18:51,Kochiyo Halal - Edogawa ,Green Tea,1,370.00,Cash,cancelled,5.0
10318,"Jul 07, 2026 18:12",Kochiyo Central Kitchen,Katsu Curry Rice,1,958,,DELIVERED,5
10145,2026-06-16 11:43,Kochiyo Halal - Edogawa ,tonkotsu ramen ,1,1362.00,,Delivered ,5.0
10336,2026-07-09 18:26,Kochiyo Central Kitchen,Green Tea,1,¥467,credit card,delivered,3
10315,06/07/2026 12:42,Kochiyo Halal Multi Cuisine - Edogawa,Katsu Curry Rice,2,¥1221,Cash,Delivered ,4
10528,30/07/2026 11:39,Kochiyo Halal Multi Cuisine - Edogawa,Tempura Set,2,1276,PayPay,Delivered ,3
10104,2026/06/11,Kochiyo Halal Multi Cuisine - Edogawa,chicken  biryani,2,1392.00,paypay,Cancelled,N/A
10276,07/02/2026 12:20 PM,Kochiyo Central Kitchen,Gyoza (6pcs),1,¥334,PayPay,Delivered ,4.5
10405,17/07/2026 17:18,Kochiyo Halal Multi Cuisine - Edogawa,green tea,2,¥303,credit card,Delivered ,
10066,06/07/2026 08:31 PM,Kochiyo Central Kitchen,Mango Lassi,2,781,cash ,Delivered ,4
10145,2026-06-16 11:43,Kochiyo Halal Multi Cuisine - Edogawa,chicken  biryani,2,¥1314,LINE Pay,cancelled,N/A
10129,2026/06/14,Kochiyo Central Kitchen,Miso  Soup,1,¥200,cash ,Cancelled,4
10330,07/08/2026 12:23 PM,Kochiyo Central Kitchen,gyoza(6pc),1,¥450,Credit Card,Delivered ,3
10150,"Jun 18, 2026 13:29",Kochiyo Halal - Edogawa ,tempura set ,3,¥1353,credit card,Refunded,5
10186,"Jun 21, 2026 12:57",Kochiyo Central Kitchen,Falafel Wrap,1,794.00,credit card,Cancelled,3
10117,12/06/2026 20:52,Kochiyo Central Kitchen,CHICKEN KARAAGE BOX,2,¥1059,Cash,DELIVERED,
10082,06/08/2026 06:43 PM,Kochiyo Central Kitchen,Gyoza (6pcs),1,¥615,,DELIVERED,4.5
10290,03/07/2026 20:06,Kochiyo Halal Multi Cuisine - Edogawa,Gyoza (6pcs),2,¥839,Credit Card,Delivered ,4
10181,21/06/2026 20:37,Kochiyo Central Kitchen,Beef Curry Udon,2,1166.00,Cash,delivered,4.5
,07/28/2026 12:55 PM,Kochiyo Central Kitchen,Tempura Set,1,"¥1,688",cash ,DELIVERED,5
10062,"Jun 06, 2026 19:56",Kochiyo Halal Multi Cuisine - Edogawa,tonkotsu ramen ,2,1118.00,PayPay,Delivered ,
10523,30/07/2026 19:34,Kochiyo Halal - Edogawa ,Chicken Biryani,1,1359.00,credit card,Delivered ,5.0
10442,"Jul 21, 2026 21:12",Kochiyo Halal Multi Cuisine - Edogawa,mango  lassi,2,807.00,paypay,Refunded,
10517,07/28/2026 06:25 PM,Kochiyo Halal Multi Cuisine - Edogawa,Beef Curry Udon,2,1148,cash ,DELIVERED,5.0
10186,2026-06-21 12:57,Kochiyo Central Kitchen,Mango Lassi,1,¥788,,Cancelled,
10070,06/07/2026 11:49 AM,Kochiyo Central Kitchen,tempura set ,2,1307.00,PayPay,cancelled,N/A
10211,06/24/2026 05:47 PM,Kochiyo Halal Multi Cuisine - Edogawa,tempura set ,2,1422,,Delivered,4
,,,,,,,,
10020,2026/06/02,Kochiyo Central Kitchen,green tea,2,566.00,,Cancelled,
10468,25/07/2026 19:31,Kochiyo Halal - Edogawa ,Green Tea,3,292,LINE Pay,Delivered,5
10319,07/07/2026 06:27 PM,Kochiyo Central Kitchen,Salmon Sushi Set,1,1550.00,PayPay,cancelled,
10369,2026-07-13 15:44,Kochiyo Halal - Edogawa ,Tonkotsu  Ramen,1,1155.00,,Cancelled,
10486,2026/07/26,Kochiyo Halal - Edogawa ,Edamame,1,¥658,Credit Card,cancelled,N/A
10510,28/07/2026 20:13,Kochiyo Halal - Edogawa ,tempura set ,3,¥1402,PayPay,DELIVERED,5
10054,2026/06/06,Kochiyo Halal - Edogawa ,Tonkotsu Ramen,2,"¥1,270",,Delivered ,N/A
10031,"Jun 03, 2026 19:50",Kochiyo Central Kitchen,beef curry udon,2,¥1353,Credit Card,cancelled,4
10442,21/07/2026 21:12,Kochiyo Halal Multi Cuisine - Edogawa,Falafel Wrap,3,¥879,,Refunded,
10144,"Jun 16, 2026 18:09",Kochiyo Halal - Edogawa ,salmon sushi set,2,"¥1,673",,Refunded,4.5
10124,"Jun 13, 2026 12:31",Kochiyo Halal Multi Cuisine - Edogawa,Chicken Karaage,3,1213.00,,cancelled,3
,"Jun 13, 2026 21:56",Kochiyo Halal Multi Cuisine - Edogawa,tempura set ,2,1243,paypay,cancelled,4.5
10316,"Jul 06, 2026 17:01",Kochiyo Halal - Edogawa ,Katsu Curry Rice,1,¥963,,DELIVERED,N/A
,2026/07/30,Kochiyo Halal - Edogawa ,Beef  Curry  Udon,3,¥993,,Delivered ,
10298,2026/07/04,Kochiyo Halal Multi Cuisine - Edogawa,chicken  biryani,2,1307.00,,Delivered ,3
10395,07/16/2026 09:09 AM,Kochiyo Halal Multi Cuisine - Edogawa,Gyoza 6pcs,1,¥421,paypay,DELIVERED,5
10441,2026/07/21,Kochiyo Halal - Edogawa ,Chicken  Karaage,1,¥1051,PayPay,cancelled,
10501,2026/07/27,Kochiyo Halal - Edogawa ,Gyoza 6pcs,2,¥710,cash ,cancelled,
10419,18/07/2026 12:27,Kochiyo Central Kitchen,tonkotsu ramen ,2,"¥1,171",,cancelled,4.5
10432,2026/07/20,Kochiyo Halal - Edogawa ,Chicken Karaage,2,903,cash ,Delivered,3
10401,2026-07-17 20:54,Kochiyo Halal - Edogawa ,gyoza(6pc),1,¥824,LINE Pay,delivered,
10064,07/06/2026 23:23,Kochiyo Halal Multi Cuisine - Edogawa,chicken karaage,1,¥801,,Refunded,3
10436,07/20/2026 11:01 AM,Kochiyo Halal - Edogawa ,green tea,1,¥433,LINE Pay,Refunded,
10294,2026-07-04 20:40,Kochiyo Halal - Edogawa ,Tempura  Set,2,¥1503,paypay,Refunded,
10497,2026/07/27,Kochiyo Central Kitchen,Chicken Karaage,2,¥795,,cancelled,
10423,"Jul 18, 2026 21:32",Kochiyo Central Kitchen,Katsu  Curry  Rice,1,1029.00,cash ,Refunded,5.0
10463,2026-07-24 11:17,Kochiyo Halal - Edogawa ,salmon sushi set,2,¥1743,,Refunded,5
10152,06/18/2026 07:19 PM,Kochiyo Halal - Edogawa ,Tempura  Set,1,¥1433,Cash,delivered,3
10453,07/23/2026 11:41 AM,Kochiyo Halal - Edogawa ,Katsu  Curry  Rice,1,1143.00,,Cancelled,4
,06/11/2026 05:49 PM,Kochiyo Halal - Edogawa ,Tempura Set,1,1195,PayPay,Refunded,
10135,"Jun 15, 2026 17:41",Kochiyo Central Kitchen,Beef  Curry  Udon,2,1267.00,,DELIVERED,5.0
10402,"Jul 17, 2026 21:41",Kochiyo Halal Multi Cuisine - Edogawa,edamame ,2,533,,delivered,5.0
10396,"Jul 16, 2026 11:14",Kochiyo Halal Multi Cuisine - Edogawa,Tonkotsu Ramen,2,931,,cancelled,5.0
10120,13/06/2026 21:56,Kochiyo Halal Multi Cuisine - Edogawa,Salmon  Sushi Set,1,¥1334,Cash,Refunded,
10529,2026/07/30,Kochiyo Halal Multi Cuisine - Edogawa,Falafel Wrap,2,"¥1,170",,Delivered,5.0
10410,2026/07/17,Kochiyo Central Kitchen,tonkotsu ramen ,1,¥1258,,Refunded,4
10494,07/27/2026 01:20 PM,Kochiyo Central Kitchen,Katsu Curry Rice,2,¥1358,cash ,Refunded,5
10456,"Jul 23, 2026 12:48",Kochiyo Halal Multi Cuisine - Edogawa,Tempura Set,2,1151.00,Credit Card,cancelled,
,07/12/2026 12:21 PM,Kochiyo Central Kitchen,Miso Soup,1,¥241,LINE Pay,Cancelled,5
10086,2026/06/09,Kochiyo Halal Multi Cuisine - Edogawa,Edamame,1,¥507,cash ,Refunded,
10253,"Jun 28, 2026 19:24",Kochiyo Halal - Edogawa ,tonkotsu ramen ,1,¥1374,Cash,DELIVERED,
10249,2026-06-28 18:47,Kochiyo Halal - Edogawa ,Falafel Wrap,2,¥1111,Cash,Refunded,
10220,2026-06-24 21:34,Kochiyo Halal Multi Cuisine - Edogawa,Chicken Biryani,1,1562.00,,DELIVERED,N/A
10042,"Jun 04, 2026 17:22",Kochiyo Central Kitchen,gyoza(6pc),1,338,paypay,cancelled,N/A
10131,06/14/2026 06:54 PM,Kochiyo Halal Multi Cuisine - Edogawa,Salmon  Sushi Set,1,1561,paypay,DELIVERED,5.0
10417,2026-07-18 17:09,Kochiyo Halal Multi Cuisine - Edogawa,gyoza(6pc),3,723,Cash,DELIVERED,4
10384,2026/07/15,Kochiyo Halal Multi Cuisine - Edogawa,Tonkotsu Ramen,1,944,credit card,cancelled,N/A
10228,2026-06-25 12:37,Kochiyo Halal Multi Cuisine - Edogawa,Tonkotsu  Ramen,1,"¥1,161",,Refunded,N/A
10372,14/07/2026 20:44,Kochiyo Halal - Edogawa ,mango  lassi,1,¥468,Cash,cancelled,4.5
10135,2026-06-15 17:41,Kochiyo Halal Multi Cuisine - Edogawa,chicken karaage,2,"¥1,066",Cash,cancelled,5
10236,"Jun 26, 2026 20:12",Kochiyo Halal - Edogawa ,Miso  Soup,2,¥200,,Delivered ,5.0
10100,06/10/2026 01:57 PM,Kochiyo Halal Multi Cuisine - Edogawa,Chicken  Karaage,3,843,paypay,Delivered ,4
10069,07/06/2026 19:19,Kochiyo Halal Multi Cuisine - Edogawa,Kochiyo Chicken Biryani,1,¥1465,,Delivered,3
10185,21/06/2026 18:25,Kochiyo Halal Multi Cuisine - Edogawa,chicken karaage,1,1159.00,PayPay,Delivered ,3
10008,2026-06-01 11:15,Kochiyo Halal - Edogawa ,Beef Curry Udon,1,1333.00,credit card,Delivered,5.0
10507,2026-07-28 19:02,Kochiyo Halal Multi Cuisine - Edogawa,Katsu Curry Rice,3,"¥1,131",Credit Card,DELIVERED,4
10475,07/25/2026 09:13 AM,Kochiyo Halal - Edogawa ,Tempura Set,2,¥1459,Cash,DELIVERED,4
10082,2026/06/08,Kochiyo Central Kitchen,Green Tea,1,¥330,LINE Pay,Delivered ,N/A
10006,"Jun 01, 2026 18:49",Kochiyo Halal - Edogawa ,miso soup,1,¥645,,Delivered ,5.0
10197,22/06/2026 18:36,Kochiyo Central Kitchen,beef curry udon,1,1342.00,PayPay,Cancelled,4.5
10070,06/07/2026 11:49 AM,Kochiyo Central Kitchen,tempura set ,2,1307.00,PayPay,cancelled,N/A
10355,"Jul 11, 2026 20:50",Kochiyo Halal Multi Cuisine - Edogawa,Salmon Sushi Set,2,¥1771,cash ,cancelled,4.5
10158,06/19/2026 12:27 PM,Kochiyo Central Kitchen,Green Tea,1,200,,DELIVERED,5.0
10447,2026-07-22 13:48,Kochiyo Halal Multi Cuisine - Edogawa,Salmon  Sushi Set,1,1355,cash ,Delivered ,5.0
10094,"Jun 10, 2026 17:14",Kochiyo Halal - Edogawa ,Tonkotsu  Ramen,2,1337,LINE Pay,Cancelled,3
10159,2026-06-19 21:08,Kochiyo Central Kitchen,Tempura Set,2,"¥1,666",Cash,Delivered ,5
10381,15/07/2026 21:17,Kochiyo Halal - Edogawa ,Edamame,2,272.00,,cancelled,5
10285,2026-07-03 11:19,Kochiyo Halal Multi Cuisine - Edogawa,salmon sushi set,1,"¥1,414",Credit Card,cancelled,
10050,06/05/2026 07:30 PM,Kochiyo Halal Multi Cuisine - Edogawa,Salmon  Sushi Set,1,1345.00,,cancelled,N/A
10415,2026-07-18 19:51,Kochiyo Halal - Edogawa ,salmon sushi set,2,1643,PayPay,delivered,4
10007,2026-06-01 13:21,Kochiyo Halal Multi Cuisine - Edogawa,falafel wrap ,1,975,Credit Card,Delivered ,N/A
10040,2026/06/04,Kochiyo Central Kitchen,mango  lassi,2,¥484,paypay,Cancelled,3
10481,07/26/2026 03:01 PM,Kochiyo Halal - Edogawa ,Chicken  Karaage,1,¥1117,cash ,Delivered,
10514,2026/07/28,Kochiyo Halal Multi Cuisine - Edogawa,beef curry udon,1,"¥1,436",cash ,Delivered ,5
10300,2026-07-04 12:17,Kochiyo Halal - Edogawa ,chicken karaage,1,¥984,Credit Card,Delivered,4
10503,27/07/2026 13:58,Kochiyo Halal Multi Cuisine - Edogawa,Miso Soup,2,¥512,credit card,Refunded,
10170,06/20/2026 03:58 PM,Kochiyo Halal - Edogawa ,Gyoza 6pcs,3,¥552,PayPay,Refunded,3
10216,06/24/2026 08:30 PM,Kochiyo Central Kitchen,chicken  biryani,3,"¥1,250",credit card,Delivered,5.0
10443,"Jul 21, 2026 09:06",Kochiyo Halal - Edogawa ,Miso Soup,3,599.00,cash ,cancelled,4
10499,"Jul 27, 2026 13:19",Kochiyo Halal - Edogawa ,tonkotsu ramen ,3,¥1071,credit card,Delivered,5.0
10309,05/07/2026 12:57,Kochiyo Central Kitchen,Chicken Biryani,1,¥1169,Cash,Refunded,N/A
10478,2026/07/25,Kochiyo Central Kitchen,Beef Curry Udon,1,1180,LINE Pay,Delivered,
10305,05/07/2026 12:15,Kochiyo Halal Multi Cuisine - Edogawa,miso soup,1,¥573,LINE Pay,cancelled,
10042,06/04/2026 05:22 PM,Kochiyo Central Kitchen,Katsu Curry Rice,1,"¥1,323",PayPay,delivered,3
10262,06/30/2026 12:50 PM,Kochiyo Halal - Edogawa ,Kochiyo Chicken Biryani,3,"¥1,179",paypay,delivered,5
10038,06/04/2026 05:42 PM,Kochiyo Central Kitchen,green tea,2,208,LINE Pay,Refunded,4
10205,06/23/2026 01:02 PM,Kochiyo Central Kitchen,edamame ,3,¥266,Credit Card,Refunded,4
10445,"Jul 21, 2026 13:13",Kochiyo Halal Multi Cuisine - Edogawa,salmon sushi set,2,1760,PayPay,cancelled,N/A
,,,,,,,,
10094,06/10/2026 05:14 PM,Kochiyo Halal Multi Cuisine - Edogawa,CHICKEN KARAAGE BOX,1,"¥1,233",PayPay,Refunded,5.0
10073,2026/06/08,Kochiyo Halal - Edogawa ,Salmon  Sushi Set,2,¥1727,PayPay,Cancelled,5
10523,30/07/2026 19:34,Kochiyo Halal - Edogawa ,Katsu Curry Rice,1,1497,Cash,DELIVERED,4.5
10341,2026-07-09 15:02,Kochiyo Halal Multi Cuisine - Edogawa,Beef Curry Udon,3,1079,paypay,cancelled,
10215,06/24/2026 08:09 PM,Kochiyo Halal Multi Cuisine - Edogawa,Miso  Soup,1,587,LINE Pay,Delivered ,3
10052,06/06/2026 21:53,Kochiyo Halal Multi Cuisine - Edogawa,Gyoza 6pcs,1,¥646,LINE Pay,Delivered,3
,06/22/2026 01:15 PM,Kochiyo Central Kitchen,gyoza(6pc),1,¥869,,Delivered ,
10151,18/06/2026 13:31,Kochiyo Halal - Edogawa ,Green Tea,2,200,Credit Card,delivered,
10016,"Jun 02, 2026 20:55",Kochiyo Halal Multi Cuisine - Edogawa,Beef  Curry  Udon,3,1010.00,,DELIVERED,
10517,2026/07/28,Kochiyo Halal Multi Cuisine - Edogawa,Green Tea,2,453,PayPay,Delivered ,
10191,06/22/2026 11:45 AM,Kochiyo Halal Multi Cuisine - Edogawa,Salmon  Sushi Set,2,¥1541,paypay,Cancelled,5.0
10119,"Jun 12, 2026 21:54",Kochiyo Halal Multi Cuisine - Edogawa,Salmon  Sushi Set,1,1797.00,cash ,Delivered ,
